顧客ID,購入額,購入頻度,購入取引数,支払額,最低支払額,一括購入額,一括購入の頻度,分割購入額,分割購入の頻度,カードキャッシング金額,カードキャッシングの頻度,カードキャッシング取引数,クレジット限度額
C17774,2707.46,0.75,29,2288.300302,708.708009,2468.96,0.666667,238.5,0.333333,323.014918,0.166667,2,1700.0
C17776,315.02,1.0,20,206.090316,202.391607,0.0,0.0,315.02,1.0,0.0,0.0,0,1500.0
C17777,1777.27,0.916667,19,1969.412866,344.759419,0.0,0.0,1777.27,0.833333,0.0,0.0,0,5000.0
C17778,343.5,0.166667,2,504.635307,168.986753,343.5,0.166667,0.0,0.0,949.910781,0.166667,5,1700.0
C17779,76.0,0.083333,1,447.312571,84.678373,76.0,0.083333,0.0,0.0,0.0,0.0,0,4000.0
C17780,20.74,0.166667,2,168.489938,98.859855,0.0,0.0,20.74,0.166667,0.0,0.0,0,1500.0
C17781,187.32,1.0,12,182.885361,162.175616,0.0,0.0,187.32,1.0,0.0,0.0,0,2000.0
C17782,752.97,0.666667,11,1393.051729,282.663936,752.97,0.666667,0.0,0.0,0.0,0.0,0,2500.0
C17783,495.0,1.0,12,416.913773,206.712535,0.0,0.0,495.0,0.916667,0.0,0.0,0,1500.0
C17784,413.16,0.416667,10,3716.5426,330.705914,413.16,0.416667,0.0,0.0,3005.365682,0.166667,6,3500.0
C17785,553.67,0.916667,11,1927.232575,1247.614497,0.0,0.0,553.67,0.916667,0.0,0.0,0,1200.0
C17786,697.91,1.0,31,646.026876,173.2831,477.91,1.0,220.0,0.416667,0.0,0.0,0,5000.0
C17787,411.01,0.833333,28,459.467285,188.121403,411.01,0.833333,0.0,0.0,0.0,0.0,0,1000.0
C17788,0.0,0.0,0,4161.937341,297.615348,0.0,0.0,0.0,0.0,2817.911587,0.142857,1,6000.0
C17789,0.0,0.0,0,913.221146,1284.060029,0.0,0.0,0.0,0.0,1154.99477,0.333333,7,4000.0
C17790,0.0,0.0,0,2709.693363,460.334824,0.0,0.0,0.0,0.0,2087.392116,0.25,3,2500.0
C17791,0.0,0.0,0,626.891685,770.717959,0.0,0.0,0.0,0.0,905.709193,0.083333,5,2500.0
C17792,1524.65,1.0,51,626.104114,236.645745,1153.52,0.583333,371.13,1.0,0.0,0.0,0,900.0
C17793,3091.75,1.0,48,3424.057988,136.71723,1456.8,0.416667,1634.95,1.0,0.0,0.0,0,3000.0
C17794,140.03,0.083333,4,203.362743,203.599221,140.03,0.083333,0.0,0.0,0.0,0.0,0,1200.0
C17795,418.68,1.0,31,2027.44214,1938.332752,0.0,0.0,418.68,1.0,2260.076139,0.666667,14,3000.0
C17796,1880.0,1.0,6,1479.018473,87.232429,0.0,0.0,1880.0,0.833333,0.0,0.0,0,1000.0
C17797,0.0,0.0,0,368.653175,403.883591,0.0,0.0,0.0,0.0,4892.793928,0.181818,3,5000.0
C17798,0.0,0.0,0,373.550284,107.037616,0.0,0.0,0.0,0.0,351.023706,0.25,2,1000.0
C17799,0.0,0.0,0,228.635319,398.358635,0.0,0.0,0.0,0.0,808.545456,0.333333,4,2000.0
C17800,401.06,0.916667,11,441.438423,181.013795,0.0,0.0,401.06,0.916667,0.0,0.0,0,1000.0
C17801,258.91,1.0,21,247.067092,162.594517,0.0,0.0,258.91,1.0,0.0,0.0,0,5000.0
C17802,1072.24,0.666667,9,1837.750949,2449.812844,1000.0,0.083333,72.24,0.583333,2088.213086,0.25,7,10000.0
C17803,430.54,1.0,21,1526.508633,286.221253,0.0,0.0,430.54,1.0,687.666124,0.166667,2,4000.0
C17804,1590.58,0.583333,35,813.995856,622.038869,1590.58,0.583333,0.0,0.0,283.730479,0.166667,2,6500.0
C17805,0.0,0.0,0,582.050862,200.248315,0.0,0.0,0.0,0.0,1588.05231,0.428571,4,1500.0
C17806,0.0,0.0,0,192.970203,391.470419,0.0,0.0,0.0,0.0,73.699863,0.090909,1,1200.0
C17807,0.0,0.0,0,805.588424,2754.62376,0.0,0.0,0.0,0.0,1566.811923,0.333333,11,2000.0
C17808,809.79,1.0,44,766.101615,175.058479,0.0,0.0,809.79,1.0,0.0,0.0,0,2700.0
C17809,0.0,0.0,0,572.900672,469.774269,0.0,0.0,0.0,0.0,197.334971,0.333333,4,2500.0
C17810,266.58,0.9,18,223.918762,138.849662,0.0,0.0,266.58,0.8,0.0,0.0,0,1500.0
C17811,92.24,0.166667,2,484.14452,83.689672,0.0,0.0,92.24,0.166667,0.0,0.0,0,1500.0
C17812,750.0,1.0,12,719.974026,195.907231,0.0,0.0,750.0,0.916667,0.0,0.0,0,1500.0
C17813,632.0,0.166667,2,3746.417043,119.285915,0.0,0.0,632.0,0.166667,0.0,0.0,0,4000.0
C17814,49.0,0.083333,1,558.687221,1164.897621,49.0,0.083333,0.0,0.0,189.855977,0.083333,1,3000.0
C17815,2298.89,0.916667,22,2034.589917,166.237338,567.55,0.166667,1731.34,0.833333,0.0,0.0,0,1000.0
C17816,639.7,1.0,32,862.819773,1027.530687,0.0,0.0,639.7,1.0,0.0,0.0,0,1000.0
C17817,1937.64,0.818182,22,745.063871,963.517552,928.18,0.454545,1009.46,0.545455,967.811335,0.454545,16,2500.0
C17818,0.0,0.0,0,204.950565,214.137194,0.0,0.0,0.0,0.0,27.107553,0.083333,1,1700.0
C17819,2505.3,0.833333,20,2944.674292,149.123712,0.0,0.0,2505.3,0.833333,0.0,0.0,0,3800.0
C17820,1361.65,0.25,9,1643.948056,152.368392,1361.65,0.25,0.0,0.0,0.0,0.0,0,4000.0
C17821,1541.13,0.916667,17,600.203047,575.913224,487.0,0.25,1054.13,0.833333,1234.504809,0.333333,6,4000.0
C17822,1080.0,0.5,6,603.181053,99.565218,555.0,0.083333,525.0,0.333333,0.0,0.0,0,2000.0
C17823,215.0,0.333333,5,881.801225,316.534888,70.0,0.166667,145.0,0.083333,732.654518,0.416667,10,700.0
C17824,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,5104.121726,0.181818,8,8000.0
C17825,1174.98,1.0,6,989.875292,78.504927,0.0,0.0,1174.98,0.833333,0.0,0.0,0,1000.0
C17826,459.0,0.666667,9,1585.23765,904.654686,170.0,0.25,289.0,0.416667,3895.391723,0.416667,13,5000.0
C17827,0.0,0.0,0,1281.454609,1401.967646,0.0,0.0,0.0,0.0,8411.998221,0.555556,10,9000.0
C17828,0.0,0.0,0,308.035273,334.274864,0.0,0.0,0.0,0.0,110.795488,0.25,4,700.0
C17829,0.0,0.0,0,581.994796,214.399847,0.0,0.0,0.0,0.0,938.573177,0.333333,6,800.0
C17830,0.0,0.0,0,215.857868,273.52542,0.0,0.0,0.0,0.0,1356.687002,0.333333,5,1500.0
C17831,424.99,0.583333,7,603.395705,77.553281,0.0,0.0,424.99,0.5,0.0,0.0,0,5000.0
C17832,0.0,0.0,0,1186.237636,189.618452,0.0,0.0,0.0,0.0,610.08928,0.25,5,700.0
C17833,511.34,0.833333,12,1145.870591,768.267252,103.0,0.083333,408.34,0.833333,100.749379,0.166667,4,700.0
C17834,320.64,1.0,12,273.840392,168.037964,0.0,0.0,320.64,1.0,0.0,0.0,0,4000.0
C17835,3286.41,1.0,53,3035.03764,210.567593,2689.44,1.0,596.97,0.5,0.0,0.0,0,1400.0
C17836,398.4,1.0,12,403.594309,171.92066,0.0,0.0,398.4,1.0,0.0,0.0,0,4000.0
C17837,0.0,0.0,0,1028.191288,724.601528,0.0,0.0,0.0,0.0,1241.559904,0.083333,2,5000.0
C17838,504.96,1.0,48,464.099225,166.39765,0.0,0.0,504.96,1.0,0.0,0.0,0,3000.0
C17839,0.0,0.0,0,1383.846999,376.80756,0.0,0.0,0.0,0.0,18.042768,0.083333,1,1200.0
C17840,1200.0,0.083333,1,967.527752,1172.021803,1200.0,0.083333,0.0,0.0,2629.671395,0.333333,9,3000.0
C17841,0.0,0.0,0,458.73255,467.263413,0.0,0.0,0.0,0.0,2393.464326,0.166667,4,2500.0
C17842,332.5,0.583333,8,262.580865,86.813318,0.0,0.0,332.5,0.5,0.0,0.0,0,3000.0
C17843,0.0,0.0,0,542.317437,4738.971247,0.0,0.0,0.0,0.0,36.741165,0.083333,2,3000.0
C17844,1302.02,0.75,9,1737.687605,162.034789,0.0,0.0,1302.02,0.75,0.0,0.0,0,3000.0
C17845,9.87,0.083333,1,151.732627,98.617471,0.0,0.0,9.87,0.083333,0.0,0.0,0,5000.0
C17846,400.6,0.416667,6,308.109946,170.326506,400.6,0.416667,0.0,0.0,0.0,0.0,0,450.0
C17847,68.88,0.166667,2,639.609691,129.312379,0.0,0.0,68.88,0.166667,0.0,0.0,0,3000.0
C17848,0.0,0.0,0,522.486041,596.988355,0.0,0.0,0.0,0.0,681.2559,0.083333,2,1800.0
C17849,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,3000.0
C17850,501.85,1.0,31,531.541585,149.507563,0.0,0.0,501.85,1.0,0.0,0.0,0,1200.0
C17851,0.0,0.0,0,20191.3077,1926.017588,0.0,0.0,0.0,0.0,26194.04954,0.909091,69,9000.0
C17852,267.34,1.0,22,153.812692,185.947547,0.0,0.0,267.34,1.0,0.0,0.0,0,4000.0
C17853,141.56,0.5,6,248.103302,44.570781,0.0,0.0,141.56,0.5,0.0,0.0,0,4000.0
C17854,0.0,0.0,0,333.441983,326.953822,0.0,0.0,0.0,0.0,965.526999,0.25,20,1000.0
C17855,0.0,0.0,0,9960.882548,888.371377,0.0,0.0,0.0,0.0,9413.199416,0.5,8,5000.0
C17856,375.24,0.7,8,824.975105,563.475533,375.24,0.7,0.0,0.0,1093.862642,0.4,9,1700.0
C17857,2749.92,1.0,12,2723.611325,2549.226889,0.0,0.0,2749.92,1.0,0.0,0.0,0,500.0
C17858,405.0,0.333333,7,414.423817,88.853589,255.0,0.083333,150.0,0.25,0.0,0.0,0,4000.0
C17859,423.62,0.75,16,452.606219,165.044111,0.0,0.0,423.62,0.666667,0.0,0.0,0,2500.0
C17860,1687.62,0.916667,31,864.07868,643.861607,1396.32,0.666667,291.3,0.75,1418.626391,0.333333,6,3200.0
C17861,2608.02,1.0,51,2625.80225,178.035597,2155.67,1.0,452.35,0.416667,0.0,0.0,0,3500.0
C17862,94.16,0.083333,1,1073.025534,577.733132,0.0,0.0,94.16,0.083333,972.530598,0.416667,12,2500.0
C17863,679.24,1.0,13,1653.190684,504.64823,100.0,0.083333,579.24,0.916667,890.644405,0.25,8,1000.0
C17864,45.6,0.25,2,73.212859,111.928897,0.0,0.0,45.6,0.25,0.0,0.0,0,1600.0
C17865,1428.02,1.0,37,1137.556503,45.155492,509.0,0.25,919.02,1.0,0.0,0.0,0,1500.0
C17866,633.24,1.0,12,588.246987,197.915029,0.0,0.0,633.24,1.0,0.0,0.0,0,4000.0
C17867,3358.25,1.0,127,2370.592652,202.790825,3358.25,1.0,0.0,0.0,0.0,0.0,0,4000.0
C17868,817.66,0.833333,10,761.008544,151.01851,0.0,0.0,817.66,0.75,0.0,0.0,0,2500.0
C17869,347.55,0.25,3,386.639613,11.802831,0.0,0.0,347.55,0.25,0.0,0.0,0,5000.0
C17870,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2500.0
C17871,549.17,0.75,22,285.145558,207.003426,0.0,0.0,549.17,0.666667,0.0,0.0,0,1500.0
C17872,450.0,0.5,6,600.299728,1032.599236,0.0,0.0,450.0,0.5,270.92481,0.25,4,1800.0
C17873,0.0,0.0,0,434.927101,330.293724,0.0,0.0,0.0,0.0,2561.494053,0.285714,4,4500.0
C17874,0.0,0.0,0,9483.800873,975.830612,0.0,0.0,0.0,0.0,9071.14623,0.166667,5,9000.0
C17875,15.0,0.090909,1,430.213001,86.959785,15.0,0.090909,0.0,0.0,209.025389,0.090909,1,7500.0
C17876,413.23,1.0,19,476.38169,462.78765,331.87,0.75,81.36,0.625,0.0,0.0,0,1200.0
C17877,495.43,0.75,13,280.31102,442.992384,495.43,0.75,0.0,0.0,453.244036,0.5,8,2000.0
C17878,527.6,0.25,25,2999.461289,1008.776986,0.0,0.0,527.6,0.25,5326.343132,0.416667,48,5000.0
C17879,30.98,0.166667,2,63.582004,14.45821,0.0,0.0,30.98,0.166667,0.0,0.0,0,4000.0
C17880,0.0,0.0,0,383.426341,362.428606,0.0,0.0,0.0,0.0,811.491192,0.25,3,2000.0
C17881,0.0,0.0,0,1956.051348,185.615564,0.0,0.0,0.0,0.0,1158.133733,0.166667,3,1400.0
C17882,2695.07,0.833333,22,2963.914089,882.951164,227.97,0.166667,2467.1,0.75,1440.078629,0.333333,6,3000.0
C17883,403.38,0.333333,4,2291.077923,398.248053,403.38,0.333333,0.0,0.0,1593.700723,0.25,11,1500.0
C17884,785.9,1.0,20,789.264325,0.319475,0.0,0.0,785.9,1.0,0.0,0.0,0,3000.0
C17885,372.09,0.166667,10,389.29309,574.750942,372.09,0.166667,0.0,0.0,0.0,0.0,0,4000.0
C17886,3568.21,0.75,60,4210.212171,170.018992,2336.41,0.666667,1231.8,0.583333,0.0,0.0,0,1500.0
C17887,0.0,0.0,0,822.741522,171.049246,0.0,0.0,0.0,0.0,2408.490506,0.666667,6,2000.0
C17888,155.8,0.083333,2,875.977859,1749.680157,155.8,0.083333,0.0,0.0,578.660857,0.166667,4,1200.0
C17889,0.0,0.0,0,399.8626,646.089964,0.0,0.0,0.0,0.0,2444.627773,0.333333,14,2500.0
C17890,0.0,0.0,0,4630.593136,2439.310585,0.0,0.0,0.0,0.0,706.910571,0.083333,2,7500.0
C17891,0.0,0.0,0,2234.914332,719.810646,0.0,0.0,0.0,0.0,4715.033095,0.416667,11,6000.0
C17892,0.0,0.0,0,743.715499,812.598903,0.0,0.0,0.0,0.0,2946.839566,0.083333,1,3000.0
C17893,298.2,1.0,12,299.548557,171.520002,0.0,0.0,298.2,1.0,0.0,0.0,0,4000.0
C17894,1712.75,0.25,4,10105.48672,1154.029789,1712.75,0.25,0.0,0.0,13665.03207,0.75,15,9500.0
C17895,1403.42,1.0,16,1045.177657,163.608183,153.5,0.166667,1249.92,0.916667,0.0,0.0,0,2500.0
C17896,165.97,0.583333,7,119.24583,332.440855,0.0,0.0,165.97,0.5,0.0,0.0,0,1500.0
C17897,174.46,0.888889,8,142.694823,116.628448,0.0,0.0,174.46,0.666667,0.0,0.0,0,1500.0
C17898,3304.27,0.916667,30,2863.455277,215.790698,802.8,0.25,2501.47,0.833333,0.0,0.0,0,4000.0
C17899,614.37,0.75,23,617.216175,915.672534,435.37,0.333333,179.0,0.416667,2072.631184,0.166667,5,2500.0
C17900,1934.16,0.416667,6,3721.903965,54.690715,1934.16,0.416667,0.0,0.0,0.0,0.0,0,2500.0
C17901,66.5,0.083333,1,284.964748,232.626904,66.5,0.083333,0.0,0.0,770.310099,0.083333,1,2500.0
C17902,30.0,0.090909,1,198.682086,176.843605,30.0,0.090909,0.0,0.0,117.579435,0.454545,5,300.0
C17903,240.0,1.0,12,188.072777,127.210691,0.0,0.0,240.0,1.0,0.0,0.0,0,2000.0
C17904,1480.76,0.333333,19,2441.727849,153.303679,1480.76,0.333333,0.0,0.0,0.0,0.0,0,1000.0
C17905,0.0,0.0,0,643.394901,342.36985,0.0,0.0,0.0,0.0,895.874898,0.5,19,1000.0
C17906,470.38,1.0,18,514.48579,207.790429,365.38,0.916667,105.0,0.416667,0.0,0.0,0,4500.0
C17907,136.36,0.333333,5,333.700979,113.721974,0.0,0.0,136.36,0.25,0.0,0.0,0,1000.0
C17908,442.03,0.583333,8,149.634213,204.316917,209.0,0.083333,233.03,0.5,0.0,0.0,0,1200.0
C17909,399.99,0.083333,2,1140.142325,204.400186,399.99,0.083333,0.0,0.0,0.0,0.0,0,2500.0
C17910,341.14,1.0,23,231.514712,135.58233,0.0,0.0,341.14,1.0,0.0,0.0,0,3000.0
C17911,495.7,0.5,4,1477.267198,859.154662,495.7,0.5,0.0,0.0,1526.89916,0.625,23,1200.0
C17912,4407.78,1.0,29,1257.677615,768.936115,3191.23,0.25,1216.55,0.916667,0.0,0.0,0,9000.0
C17913,799.92,1.0,20,469.485706,9299.951204,0.0,0.0,799.92,1.0,0.0,0.0,0,1000.0
C17914,87.67,0.083333,5,123.304221,86.6785,87.67,0.083333,0.0,0.0,0.0,0.0,0,2000.0
C17915,0.0,0.0,0,365.272698,353.215704,0.0,0.0,0.0,0.0,1129.837811,0.166667,6,1500.0
C17916,0.0,0.0,0,1364.325644,587.096981,0.0,0.0,0.0,0.0,3585.959553,0.333333,6,3000.0
C17917,1243.04,0.75,22,2257.677587,171.444686,1153.34,0.583333,89.7,0.25,0.0,0.0,0,3500.0
C17919,57.0,0.166667,2,576.386562,498.342596,57.0,0.166667,0.0,0.0,360.728419,0.583333,8,600.0
C17920,290.5,1.0,7,474.469741,16.087082,0.0,0.0,290.5,0.857143,0.0,0.0,0,2000.0
C17921,0.0,0.0,0,1008.342761,269.826013,0.0,0.0,0.0,0.0,928.598154,0.166667,3,1000.0
C17922,1059.18,0.833333,10,1201.538972,159.033099,0.0,0.0,1059.18,0.833333,0.0,0.0,0,4000.0
C17923,98.81,0.25,3,368.319582,135.799005,0.0,0.0,98.81,0.25,0.0,0.0,0,3000.0
C17924,35.0,0.083333,1,791.526478,698.019678,35.0,0.083333,0.0,0.0,0.0,0.0,0,1800.0
C17925,450.67,0.916667,11,505.658258,4754.136596,0.0,0.0,450.67,0.916667,0.0,0.0,0,1500.0
C17926,0.0,0.0,0,1977.246775,212.665892,0.0,0.0,0.0,0.0,1158.897578,0.166667,2,1800.0
C17927,1196.35,0.75,17,1789.757024,170.786793,738.41,0.5,457.94,0.333333,0.0,0.0,0,5000.0
C17928,1212.66,0.833333,25,1711.231409,160.362153,347.61,0.25,865.05,0.75,456.612334,0.083333,1,2500.0
C17929,300.0,0.833333,11,497.384901,88.127077,85.0,0.166667,215.0,0.666667,556.806033,0.166667,2,1200.0
C17930,0.0,0.0,0,2853.967334,146.976542,0.0,0.0,0.0,0.0,2563.705644,0.888889,62,1200.0
C17931,0.0,0.0,0,299.789938,320.133269,0.0,0.0,0.0,0.0,1218.392345,0.25,7,2500.0
C17933,198.39,0.636364,7,63.876242,2928.101382,0.0,0.0,198.39,0.636364,0.0,0.0,0,1000.0
C17934,0.0,0.0,0,2290.455361,178.028403,0.0,0.0,0.0,0.0,1914.752895,0.1,1,2500.0
C17935,840.0,0.666667,8,1014.023858,185.815051,0.0,0.0,840.0,0.583333,0.0,0.0,0,1000.0
C17937,0.0,0.0,0,1361.199423,178.257591,0.0,0.0,0.0,0.0,2166.099038,0.333333,3,1200.0
C17938,1341.62,0.363636,186,1444.198295,708.609079,1341.62,0.363636,0.0,0.0,0.0,0.0,0,1200.0
C17939,1452.41,0.916667,24,1690.741787,178.002763,764.0,0.166667,688.41,0.833333,0.0,0.0,0,3000.0
C17940,0.0,0.0,0,651.33864,192.140691,0.0,0.0,0.0,0.0,667.057963,0.083333,1,4000.0
C17941,480.9,0.5,9,1351.296989,881.446699,399.62,0.166667,81.28,0.333333,1898.921039,0.5,27,3000.0
C17942,100.12,0.75,9,123.485948,61.021667,0.0,0.0,100.12,0.666667,0.0,0.0,0,4000.0
C17943,155.0,0.1,1,1374.631056,89.92398,155.0,0.1,0.0,0.0,812.350168,0.5,5,2500.0
C17944,220.06,1.0,12,217.276088,140.596138,0.0,0.0,220.06,1.0,0.0,0.0,0,1000.0
C17945,1283.16,1.0,36,1047.305005,1431.799502,0.0,0.0,1283.16,1.0,274.532868,0.166667,2,1700.0
C17946,0.0,0.0,0,277.216226,776.108751,0.0,0.0,0.0,0.0,38.652502,0.166667,2,1500.0
C17947,62.73,0.272727,3,540.130507,146.069474,0.0,0.0,62.73,0.181818,0.0,0.0,0,5000.0
C17948,857.8,1.0,37,1152.9477,212.715695,362.33,0.583333,495.47,1.0,0.0,0.0,0,1200.0
C17950,20.0,0.083333,1,182.462948,107.00915,20.0,0.083333,0.0,0.0,0.0,0.0,0,500.0
C17951,20.0,0.083333,1,507.859879,198.241326,20.0,0.083333,0.0,0.0,148.074839,0.25,3,500.0
C17952,1455.78,1.0,32,1057.971559,167.104469,631.63,0.916667,824.15,0.916667,0.0,0.0,0,1500.0
C17953,184.27,0.333333,10,296.068191,417.694654,1.0,0.083333,183.27,0.166667,906.848796,0.333333,7,2000.0
C17954,3956.64,1.0,12,4013.483114,3662.236048,0.0,0.0,3956.64,1.0,148.682192,0.083333,1,4500.0
C17955,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2500.0
C17956,0.0,0.0,0,512.773385,546.699776,0.0,0.0,0.0,0.0,1701.905324,0.166667,11,6000.0
C17957,282.75,0.25,3,563.922891,84.236228,0.0,0.0,282.75,0.25,0.0,0.0,0,1000.0
C17958,261.56,0.416667,8,572.817257,697.038439,182.37,0.333333,79.19,0.166667,1192.668467,0.166667,8,1200.0
C17959,38.0,0.333333,4,59.260669,215.395806,0.0,0.0,38.0,0.333333,0.0,0.0,0,1500.0
C17960,0.0,0.0,0,132.659676,266.857429,0.0,0.0,0.0,0.0,18.976859,0.083333,1,500.0
C17962,1061.66,1.0,18,1173.78064,857.134571,120.0,0.125,941.66,0.875,3820.451636,0.5,7,4500.0
C17963,717.95,0.636364,14,864.238423,92.807829,717.95,0.636364,0.0,0.0,0.0,0.0,0,5500.0
C17964,250.0,0.571429,8,249.96881,352.00023,0.0,0.0,250.0,0.428571,1822.194082,0.142857,2,3000.0
C17965,35.3,0.25,3,75.285164,171.993034,0.0,0.0,35.3,0.25,0.0,0.0,0,1500.0
C17966,0.0,0.0,0,187.058515,325.505999,0.0,0.0,0.0,0.0,396.516695,0.166667,2,2500.0
C17967,0.0,0.0,0,713.124426,476.311984,0.0,0.0,0.0,0.0,1265.552953,0.166667,5,2500.0
C17968,60.0,0.333333,4,109.888829,166.384674,0.0,0.0,60.0,0.25,0.0,0.0,0,2500.0
C17969,942.34,0.916667,21,1007.917726,98.74335,0.0,0.0,942.34,0.916667,0.0,0.0,0,1500.0
C17970,5065.83,1.0,69,4366.758829,904.850068,4539.7,1.0,526.13,0.666667,48.245421,0.083333,1,1700.0
C17971,750.0,0.333333,5,204.167996,260.332459,250.0,0.083333,500.0,0.25,0.0,0.0,0,4000.0
C17972,4253.64,1.0,69,7486.403423,574.771719,2666.32,1.0,1587.32,0.833333,0.0,0.0,0,7000.0
C17973,106.56,1.0,12,110.590507,55.716728,0.0,0.0,106.56,1.0,0.0,0.0,0,3000.0
C17974,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1000.0
C17975,45.65,0.083333,1,2670.733732,2917.469357,45.65,0.083333,0.0,0.0,5096.886673,0.25,5,14500.0
C17976,281.81,0.666667,15,835.301657,175.210164,183.81,0.416667,98.0,0.583333,0.0,0.0,0,1600.0
C17977,673.68,1.0,12,717.601973,234.926499,0.0,0.0,673.68,1.0,0.0,0.0,0,1000.0
C17978,0.0,0.0,0,721.056957,372.603452,0.0,0.0,0.0,0.0,1364.200415,0.25,6,3500.0
C17979,1857.17,0.75,16,630.186926,210.086007,1367.65,0.166667,489.52,0.583333,0.0,0.0,0,1800.0
C17980,284.5,0.083333,2,1578.650857,86.173877,284.5,0.083333,0.0,0.0,0.0,0.0,0,1000.0
C17981,609.01,1.0,50,513.138281,44.804433,0.0,0.0,609.01,1.0,0.0,0.0,0,3000.0
C17982,1973.0,0.666667,63,2755.623951,3796.57669,108.0,0.166667,1865.0,0.583333,1817.470617,0.416667,16,4500.0
C17983,0.0,0.0,0,175.115831,450.616731,0.0,0.0,0.0,0.0,2408.007601,0.166667,6,2500.0
C17984,0.0,0.0,0,1769.702541,410.402406,0.0,0.0,0.0,0.0,904.682287,0.166667,6,1200.0
C17985,0.0,0.0,0,316.465166,344.662808,0.0,0.0,0.0,0.0,1773.769481,0.25,4,2500.0
C17986,108.0,0.333333,4,1151.18815,2977.301882,0.0,0.0,108.0,0.333333,925.602681,0.333333,10,1000.0
C17988,0.0,0.0,0,417.214903,235.325924,0.0,0.0,0.0,0.0,525.428754,0.166667,2,2500.0
C17989,64.0,0.333333,4,151.901371,70.78109,0.0,0.0,64.0,0.333333,0.0,0.0,0,4000.0
C17990,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2500.0
C17991,0.0,0.0,0,354.637009,756.052579,0.0,0.0,0.0,0.0,113.673261,0.166667,2,1800.0
C17992,346.46,0.916667,16,203.562894,177.972156,0.0,0.0,346.46,0.833333,0.0,0.0,0,4000.0
C17993,71.81,0.25,3,257.226631,130.382506,0.0,0.0,71.81,0.25,0.0,0.0,0,3000.0
C17994,65.0,0.083333,1,1288.141804,207.770998,65.0,0.083333,0.0,0.0,1054.41113,0.416667,6,3000.0
C17995,0.0,0.0,0,714.753968,660.660155,0.0,0.0,0.0,0.0,279.336255,0.25,6,1000.0
C17996,785.76,1.0,33,708.743776,181.392809,0.0,0.0,785.76,1.0,0.0,0.0,0,2000.0
C17997,467.06,0.333333,6,6854.447424,1202.767539,467.06,0.333333,0.0,0.0,11173.77587,0.5,15,8000.0
C17998,2941.53,1.0,86,2055.656122,697.394834,1032.4,0.5,1909.13,1.0,0.0,0.0,0,3000.0
C17999,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,4000.0
C18000,209.4,0.333333,4,431.612195,129.715755,0.0,0.0,209.4,0.333333,0.0,0.0,0,2000.0
C18001,2080.51,0.166667,7,1965.056445,14.242628,2080.51,0.166667,0.0,0.0,0.0,0.0,0,2500.0
C18002,61.8,0.333333,4,165.771479,137.482544,0.0,0.0,61.8,0.333333,0.0,0.0,0,1000.0
C18003,566.12,0.333333,12,457.330803,210.151115,396.51,0.25,169.61,0.25,493.409789,0.416667,7,1500.0
C18004,778.12,1.0,21,853.446434,3354.1893,289.86,0.25,488.26,0.916667,0.0,0.0,0,1200.0
C18005,578.6,0.833333,10,607.673138,184.597912,0.0,0.0,578.6,0.75,0.0,0.0,0,2500.0
C18006,4151.48,1.0,92,3450.614791,171.300306,3113.59,0.916667,1037.89,1.0,0.0,0.0,0,3000.0
C18007,1192.18,1.0,19,1739.401295,606.312146,328.21,0.083333,863.97,1.0,1026.486577,0.416667,8,2000.0
C18008,726.42,0.833333,12,744.715148,168.66921,0.0,0.0,726.42,0.75,0.0,0.0,0,1000.0
C18009,1100.0,0.833333,10,1310.127669,167.38994,0.0,0.0,1100.0,0.833333,0.0,0.0,0,1000.0
C18010,0.0,0.0,0,751.50856,230.564527,0.0,0.0,0.0,0.0,803.573286,0.166667,2,1200.0
C18011,68.0,0.333333,4,243.400118,194.028384,0.0,0.0,68.0,0.333333,0.0,0.0,0,1500.0
C18012,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2000.0
C18013,546.7,0.833333,14,753.224953,128.402444,0.0,0.0,546.7,0.75,47.68994,0.083333,1,2500.0
C18014,965.0,0.333333,4,748.605862,330.125475,890.0,0.166667,75.0,0.166667,0.0,0.0,0,2000.0
C18015,1317.34,0.222222,2,328.995042,185.210313,1317.34,0.222222,0.0,0.0,0.0,0.0,0,2500.0
C18016,2290.0,0.833333,10,2525.565248,17.482689,0.0,0.0,2290.0,0.833333,0.0,0.0,0,4500.0
C18017,0.0,0.0,0,259.368165,303.515952,0.0,0.0,0.0,0.0,927.862723,0.333333,15,2500.0
C18018,69.23,0.875,7,43.829632,111.411433,0.0,0.0,69.23,0.75,0.0,0.0,0,1500.0
C18019,952.09,0.583333,19,4256.495061,426.96591,523.09,0.166667,429.0,0.416667,2749.569996,0.333333,4,1500.0
C18020,545.83,0.166667,2,498.274938,735.839735,545.83,0.166667,0.0,0.0,3222.211747,0.416667,7,8000.0
